Project_Size,Project_name,Number_Of_Opened_Issues_Before,Number_Of_Closed_Issues_Before,Time_To-Closed_Issues_Before,Number_Of_Opened_Pulls_Before,Number_Of_Closed_Pulls_Before,Time_To_Closed_Pulls_Before,Number_Of_Merged_Pulls_Before,Time_To_Merged_Pulls_Before,Sonar_Cloud_Adoption_Date,STARS,Project_Age,Programming_Language,Number_Of_Closed_Issues_After,Number_Of_Opened_Issues_After,Time_To-Closed_Issues_After,Number_Of_Opened_Pulls_After,Number_Of_Closed_Pulls_After,Time_To_Closed_Pulls_After,Number_Of_Merged_Pulls_After,Time_To_Merged_Pulls_After,Month_Year_Before,Month_Year_After
4,59,2,31,1649767.483,0,138,335276.8333,111,145101.0333,2021-12-01,4350,61.62943495,3,55,0,150050.9167,0,126,767276,113,329345.9167,2021-06-01,2023-12-01
4,59,0,33,180310.1333,0,191,586396.0333,151,270835.0167,2021-12-01,4350,61.62943495,3,46,1,592147.2333,0,188,738664.45,168,539282.6167,2021-07-01,2024-01-01
4,59,0,16,370958,0,252,486501.8667,226,450258.6333,2021-12-01,4350,61.62943495,3,56,1,397351.05,0,244,1711681.9,215,596468.7333,2021-08-01,2024-02-01
4,59,0,48,262662.1333,0,319,564339.9833,293,460917.95,2021-12-01,4350,61.62943495,3,40,0,177018.9,0,230,2297760.8,208,917203.0833,2021-09-01,2024-03-01
4,59,2,33,860379.9,0,205,502000.0167,178,158089.5333,2021-12-01,4350,61.62943495,3,28,0,116197.2,0,275,1252381.95,240,413685.05,2021-10-01,2024-04-01
4,59,3,28,1128724.883,0,174,315337.6333,156,285645.9667,2021-12-01,4350,61.62943495,3,15,5,24451.31667,0,311,1941600.967,255,567547.8,2021-11-01,2024-05-01
4,61,0,10,60525.36667,0,201,434067.4333,186,274976.3333,2021-12-01,2442,14.22470434,13,178,0,1183241.45,0,285,818931.8167,256,444480.8333,2020-09-01,2022-01-01
4,61,0,44,305490.4167,0,343,319235.8333,308,262685.1833,2021-12-01,2442,14.22470434,13,197,0,1127277.75,0,216,1224204.45,195,661390.15,2020-10-01,2022-02-01
4,61,0,107,229296.0333,0,173,626991.7333,153,388315.3667,2021-12-01,2442,14.22470434,13,255,0,1573143.917,0,243,1796882.3,217,554376.2,2020-11-01,2022-03-01
4,61,0,95,177915.65,0,158,1462659.533,138,590008.9833,2021-12-01,2442,14.22470434,13,195,0,1425807.733,0,204,1233698.983,185,360415.0167,2020-12-01,2022-04-01
4,61,0,110,630842.5333,0,42,76.55,41,64.58333333,2021-12-01,2442,14.22470434,13,230,0,2025173.75,1,53,5390.383333,49,3568.416667,2021-01-01,2022-05-01
4,61,0,168,1301567.567,0,18,32102.2,15,29779.81667,2021-12-01,2442,14.22470434,13,134,0,1281751.8,0,126,9778.55,119,9523.216667,2021-02-01,2022-06-01
4,61,0,229,1657492.283,0,20,283.3833333,17,280.05,2021-12-01,2442,14.22470434,13,193,0,851154.8167,0,7,12977.4,6,73.25,2021-03-01,2022-07-01
4,61,0,288,897350.55,0,38,52670.13333,35,44475.8,2021-12-01,2442,14.22470434,13,255,0,1892198.75,0,27,13111.45,26,13102.53333,2021-04-01,2022-08-01
4,61,0,343,2000662.35,0,19,4585.4,19,4585.383333,2021-12-01,2442,14.22470434,13,238,0,2577238.2,0,11,10747.76667,9,178.5666667,2021-05-01,2022-09-01
4,61,0,220,851131.4,0,13,25.55,12,25.33333333,2021-12-01,2442,14.22470434,13,280,0,1542208.2,0,16,6773.883333,15,6720.3,2021-06-01,2022-10-01
4,61,0,188,587477.75,1,16,3351.566667,16,3351.533333,2021-12-01,2442,14.22470434,13,317,0,2301924.667,0,8,2213.783333,6,2173.016667,2021-07-01,2022-11-01
4,61,0,236,1545691.917,0,27,220234.8333,24,212667.45,2021-12-01,2442,14.22470434,13,287,0,866024.8333,0,20,163714.65,19,150125.8,2021-08-01,2022-12-01
4,61,0,371,1184778.267,0,60,223224.1333,58,164242.6833,2021-12-01,2442,14.22470434,13,218,0,1352424.633,0,4,69.23333333,4,69.23333333,2021-09-01,2023-01-01
4,61,0,190,1107011.317,0,6,429.5833333,5,427.85,2021-12-01,2442,14.22470434,13,243,0,1796882.233,0,13,52699.13333,11,4000.1,2021-10-01,2023-02-01
4,61,0,183,2604907.333,0,70,9450.016667,69,8558.75,2021-12-01,2442,14.22470434,13,207,0,1404032.667,0,33,86410.23333,31,64851.15,2021-11-01,2023-03-01
4,62,2,78,9365108.317,0,51,55572.18333,48,5770.616667,2022-11-01,1018,14.75032852,6,65,10,1437031.45,0,20,7260.233333,20,7260.216667,2021-08-01,2022-12-01
4,62,0,27,2127198.933,0,69,151501.0833,67,6465.683333,2022-11-01,1018,14.75032852,6,137,19,4373777.45,0,34,24005.93333,33,24004.35,2021-09-01,2023-01-01
4,62,30,64,19815944.1,0,19,76266.16667,18,5592.7,2022-11-01,1018,14.75032852,6,9,8,602584.1167,0,73,208244.4167,72,208243.7833,2021-10-01,2023-02-01
4,62,9,47,3788723.067,0,2,56497.38333,1,35044.93333,2022-11-01,1018,14.75032852,6,30,8,26729.86667,0,89,18211.68333,85,17465.05,2021-11-01,2023-03-01
4,62,1,19,4585.4,0,37,984058.85,32,441639.9167,2022-11-01,1018,14.75032852,6,13,3,488900.5333,0,7,38245.63333,7,38245.61667,2021-12-01,2023-04-01
4,62,1,14,488653.3833,0,24,3793071.75,20,905618.4833,2022-11-01,1018,14.75032852,6,17,3,10572.66667,0,14,614120.6833,13,590665,2022-01-01,2023-05-01
4,62,4,22,3152294.55,1,56,2780051.75,50,1708805.233,2022-11-01,1018,14.75032852,6,8,2,2213.783333,0,31,1033020.333,28,95979.75,2022-02-01,2023-06-01
4,62,4,35,1294962.567,0,58,4085065.867,45,2661910.85,2022-11-01,1018,14.75032852,6,21,1,454451.8167,0,6,77666.06667,6,77666.05,2022-03-01,2023-07-01
4,62,0,63,1593464.467,0,33,1913302,28,1258180.1,2022-11-01,1018,14.75032852,6,5,1,82.6,1,24,2186689.267,23,1918822.383,2022-04-01,2023-08-01
4,62,0,7,774966.9,0,50,1975620.667,47,896237.5167,2022-11-01,1018,14.75032852,6,17,0,523397.15,0,5,1007002.95,5,1007002.933,2022-05-01,2023-09-01
4,62,5,81,3098442.717,0,49,4286162.817,45,1085330.433,2022-11-01,1018,14.75032852,6,34,2,97881.96667,0,0,0,0,0,2022-06-01,2023-10-01
4,62,1,54,1659890.967,0,17,339635.0667,16,252886.4667,2022-11-01,1018,14.75032852,6,32,5,1009805.633,0,1,254956.8833,1,254956.8833,2022-07-01,2023-11-01
4,62,14,72,1659811.817,0,47,5604396.817,45,4751607.517,2022-11-01,1018,14.75032852,6,42,9,778452.0333,1,6,672342.4667,5,542910.6,2022-08-01,2023-12-01
4,62,1,20,829738.8833,0,36,204236.3167,34,203596.5833,2022-11-01,1018,14.75032852,6,79,10,541686.2833,0,5,305501.4667,5,305501.4667,2022-09-01,2024-01-01
4,62,0,2,56497.38333,0,33,461852.4667,31,406756.0167,2022-11-01,1018,14.75032852,6,90,3,56038.66667,1,21,233715.7,21,233715.6667,2022-10-01,2024-02-01
4,63,1,47,6423058.5,0,28,615613.4,26,561501.7333,2022-02-01,317,47.53613666,8,7,0,38245.63333,0,17,751324.45,16,749943.8167,2019-11-01,2022-03-01
4,63,0,32,5948470.05,2,33,3032654.967,30,1546643.817,2022-02-01,317,47.53613666,8,15,0,637596.0167,0,10,350074.45,6,60278.31667,2019-12-01,2022-04-01
4,63,3,70,10431546.7,0,21,196872.8333,21,196872.8,2022-02-01,317,47.53613666,8,31,3,1033020.333,0,22,1091228.967,20,614613.65,2020-01-01,2022-05-01
4,63,2,71,8612549.783,0,39,782418.45,33,350799.1,2022-02-01,317,47.53613666,8,6,0,77666.06667,0,7,99078.68333,7,99078.68333,2020-02-01,2022-06-01
4,63,2,42,7369059.133,0,22,325537.0333,19,305476.7,2022-02-01,317,47.53613666,8,25,2,2187807.9,1,30,678319.8667,19,169694.3333,2020-03-01,2022-07-01
4,63,3,61,4102283.683,0,26,3683695.95,20,2042944.417,2022-02-01,317,47.53613666,8,6,1,1230015.033,0,30,449278.1333,27,439483.3,2020-04-01,2022-08-01
4,63,2,57,5670442.933,0,18,2209976.183,15,295545.3,2022-02-01,317,47.53613666,8,0,1,0,0,75,1475036.8,73,1218569.517,2020-05-01,2022-09-01
4,63,2,28,3316889.983,1,20,734730.9333,19,211976.6667,2022-02-01,317,47.53613666,8,1,0,254956.8833,1,83,994962.7167,75,863855.1833,2020-06-01,2022-10-01
4,63,2,57,8281131.267,1,31,2632171.933,30,1654166.8,2022-02-01,317,47.53613666,8,7,3,748404.4833,1,60,757117.5333,55,620379.7833,2020-07-01,2022-11-01
4,63,2,43,3070222.633,1,2,448483.1667,1,50.75,2022-02-01,317,47.53613666,8,5,0,305501.4667,2,25,780119.3667,23,404127.6,2020-08-01,2022-12-01
4,63,2,39,1065184.283,0,1,1140624.833,1,1140624.817,2022-02-01,317,47.53613666,8,25,3,1144346.017,0,20,234321.0333,20,234321.0333,2020-09-01,2023-01-01
4,63,4,38,6067389.583,0,3,2920168.95,1,865498.0667,2022-02-01,317,47.53613666,8,18,2,862874.9667,0,49,854709.8667,47,757831.9167,2020-10-01,2023-02-01
4,63,3,41,4896388.3,0,1,345555.2667,0,0,2022-02-01,317,47.53613666,8,10,4,350074.45,1,35,610542.6333,31,329527.2,2020-11-01,2023-03-01
4,63,1,27,3395264.333,0,1,769260.6167,1,769260.6167,2022-02-01,317,47.53613666,8,22,1,1091228.95,2,34,458680.45,33,441186.1167,2020-12-01,2023-04-01
4,63,2,48,3060089.017,0,0,0,0,0,2022-02-01,317,47.53613666,8,8,2,621766.9167,3,57,507025,51,456262.6167,2021-01-01,2023-05-01
4,63,1,27,3201740.583,0,1,1158503.167,0,0,2022-02-01,317,47.53613666,8,30,3,678319.85,16,16,62401.35,16,62401.31667,2021-02-01,2023-06-01
4,63,3,31,6239729.033,0,1,15795.03333,1,15795.03333,2022-02-01,317,47.53613666,8,31,3,611172.6833,0,6,321233.1,5,198263.9833,2021-03-01,2023-07-01
4,63,0,23,2455935.133,0,7,2409493.117,3,187906.6333,2022-02-01,317,47.53613666,8,75,0,1475036.783,0,8,145552.0333,8,145552.0167,2021-04-01,2023-08-01
4,63,2,22,858823.4833,0,1,114991.5833,0,0,2022-02-01,317,47.53613666,8,84,2,1034168.25,0,1,43505.36667,1,43505.36667,2021-05-01,2023-09-01
4,63,2,34,3120925.95,0,2,110627.0833,2,110627.0667,2022-02-01,317,47.53613666,8,60,1,757117.5333,0,11,1375279.9,9,726688.6,2021-06-01,2023-10-01
4,63,1,2,448483.1667,0,4,573538.4667,3,544037.7833,2022-02-01,317,47.53613666,8,25,4,780119.35,0,4,377137.3667,3,268997.1,2021-07-01,2023-11-01
4,63,1,2,2362061.267,0,8,46126.25,7,43387.95,2022-02-01,317,47.53613666,8,22,0,242741.7833,0,4,690433.2167,3,596422.4833,2021-08-01,2023-12-01
4,63,3,5,3252441.45,0,6,1030714.183,5,40205.03333,2022-02-01,317,47.53613666,8,51,1,894164.9833,0,3,218318.9167,2,166336.7833,2021-09-01,2024-01-01
4,63,0,4,2305692.983,0,3,931226.1167,2,2377.233333,2022-02-01,317,47.53613666,8,35,1,610542.6333,0,6,442649.1667,5,442636.7,2021-10-01,2024-02-01
4,63,2,1,769260.6167,0,3,888210.2,1,599.9666667,2022-02-01,317,47.53613666,8,36,2,496820.6333,0,20,928356.7833,15,353351,2021-11-01,2024-03-01
4,63,0,0,0,0,1,25280.45,1,25280.45,2022-02-01,317,47.53613666,8,58,4,518426.3667,0,6,409098.3667,5,215449.4833,2021-12-01,2024-04-01
4,63,3,2,1306846.117,0,0,0,0,0,2022-02-01,317,47.53613666,8,16,17,62401.35,0,5,34543.35,4,34541.93333,2022-01-01,2024-05-01
4,67,0,5,3822456.85,0,0,0,0,0,2022-01-01,9745,126.8396846,9,12,0,719691.4833,0,6,274318.2,6,274318.1833,2019-09-01,2022-02-01
4,67,0,11,3612533.2,0,1,181903.0833,1,181903.0833,2022-01-01,9745,126.8396846,9,13,0,808496.4333,0,1,0.633333333,0,0,2019-10-01,2022-03-01
4,67,0,5,125180.5833,0,6,1021118.15,5,337966.0167,2022-01-01,9745,126.8396846,9,3,0,400293.35,0,2,257546.3,2,257546.3,2019-11-01,2022-04-01
4,67,0,7,3621959.067,0,6,1081412.5,4,906484.4,2022-01-01,9745,126.8396846,9,18,0,3148340.083,0,0,0,0,0,2019-12-01,2022-05-01
4,67,0,7,3774477.517,0,1,25.91666667,0,0,2022-01-01,9745,126.8396846,9,11,0,760347.2333,0,2,53600.58333,2,53600.56667,2020-01-01,2022-06-01
4,67,0,22,6427207.433,0,5,437214.4,5,437214.3833,2022-01-01,9745,126.8396846,9,8,0,1071213.583,0,2,12413.68333,2,12413.68333,2020-02-01,2022-07-01
4,67,0,13,3091779.75,0,1,501755.1,0,0,2022-01-01,9745,126.8396846,9,8,0,635103.1333,1,3,43545,3,43545,2020-03-01,2022-08-01
4,67,0,5,1928023.417,0,1,448173.3667,0,0,2022-01-01,9745,126.8396846,9,11,0,906738.2167,0,0,0,0,0,2020-04-01,2022-09-01
4,67,0,7,2677636.2,0,2,407060.85,1,161.2833333,2022-01-01,9745,126.8396846,9,29,0,2470213.75,0,3,584011.8167,1,82.1,2020-05-01,2022-10-01
4,67,0,6,3290203.467,0,0,0,0,0,2022-01-01,9745,126.8396846,9,10,0,767409.3333,0,19,553058.7333,14,65938.55,2020-06-01,2022-11-01
4,67,0,3,1637421.167,0,0,0,0,0,2022-01-01,9745,126.8396846,9,12,0,724737.6167,1,6,54289.5,6,54289.5,2020-07-01,2022-12-01
4,67,0,6,2638841.133,0,0,0,0,0,2022-01-01,9745,126.8396846,9,9,0,530939.0667,0,1,123.7333333,1,123.7333333,2020-08-01,2023-01-01
4,67,0,3,1352197.733,0,0,0,0,0,2022-01-01,9745,126.8396846,9,5,0,219524,1,9,154407.0333,7,70541.16667,2020-09-01,2023-02-01
4,67,0,8,2359488.567,0,0,0,0,0,2022-01-01,9745,126.8396846,9,5,1,582240.5667,0,2,8564.633333,2,8564.633333,2020-10-01,2023-03-01
4,67,0,11,2998428.35,0,2,120048.7167,2,120048.7167,2022-01-01,9745,126.8396846,9,2,0,290660.0833,2,1,4196.1,1,4196.1,2020-11-01,2023-04-01
4,67,0,2,595997.3167,0,6,198579.7333,5,178922.35,2022-01-01,9745,126.8396846,9,7,0,553698.0167,1,3,46551.53333,2,46551.18333,2020-12-01,2023-05-01
4,67,0,6,996983.6167,0,2,57185.86667,2,57185.86667,2022-01-01,9745,126.8396846,9,9,0,110076.5333,1,0,0,0,0,2021-01-01,2023-06-01
4,67,0,3,1572059.25,0,2,259605.0333,2,259605.0333,2022-01-01,9745,126.8396846,9,5,1,104416.1333,1,3,100515.6833,3,100515.6667,2021-02-01,2023-07-01
4,67,0,6,2210982.65,0,0,0,0,0,2022-01-01,9745,126.8396846,9,1,0,64715.1,0,3,25709.08333,3,25709.08333,2021-03-01,2023-08-01
4,67,0,4,1235382.55,0,2,1738.966667,2,1738.966667,2022-01-01,9745,126.8396846,9,7,0,995112.6833,0,6,18131.36667,6,18131.35,2021-04-01,2023-09-01
4,67,0,1,290996.5,0,1,1525.633333,1,1525.633333,2022-01-01,9745,126.8396846,9,21,1,635376.2,0,1,14305.4,1,14305.4,2021-05-01,2023-10-01
4,67,0,1,316347.8,0,1,93.33333333,1,93.33333333,2022-01-01,9745,126.8396846,9,9,4,314837.2,0,4,1125923.5,3,18893.4,2021-06-01,2023-11-01
4,67,0,4,1018541.65,0,3,63471.23333,3,63471.23333,2022-01-01,9745,126.8396846,9,4,1,373522.6167,0,4,8186.65,4,8186.65,2021-07-01,2023-12-01
4,67,0,1,193521.1667,0,5,72370.36667,5,72370.36667,2022-01-01,9745,126.8396846,9,13,1,428949.9167,0,2,362616.2333,0,0,2021-08-01,2024-01-01
4,67,0,2,372352.95,0,2,24620.88333,2,24620.88333,2022-01-01,9745,126.8396846,9,8,1,559170.4333,0,4,104833.8667,3,104453.0333,2021-09-01,2024-02-01
4,67,0,3,352029.1667,0,7,669502.3167,6,92043.55,2022-01-01,9745,126.8396846,9,3,3,48939.53333,0,9,35886.16667,6,20957.83333,2021-10-01,2024-03-01
4,67,0,9,320261.75,0,6,786.0166667,6,786.0166667,2022-01-01,9745,126.8396846,9,3,3,46551.53333,0,4,19973.23333,3,7490.666667,2021-11-01,2024-04-01
4,67,0,5,181688.5333,0,1,200.1666667,1,200.1666667,2022-01-01,9745,126.8396846,9,0,2,0,0,3,82.53333333,3,82.53333333,2021-12-01,2024-05-01
4,68,0,4,268708.5333,0,4,11397.45,4,11397.45,2021-08-01,453,125.7227332,5,5,2,404961.0167,0,2,1520.2,2,1520.2,2018-11-01,2021-09-01
4,68,0,0,0,0,12,78874.15,11,5953.433333,2021-08-01,453,125.7227332,5,3,1,25709.08333,0,5,184247.2167,4,3472.75,2018-12-01,2021-10-01
4,68,0,3,325240.8667,0,4,602102.65,3,187894.55,2021-08-01,453,125.7227332,5,7,0,19128.23333,0,4,13431.46667,4,13431.46667,2019-01-01,2021-11-01
4,68,0,2,137295.7667,0,5,15509.3,5,15509.3,2021-08-01,453,125.7227332,5,3,0,165373.0667,0,3,2497.8,3,2497.8,2019-02-01,2021-12-01
4,68,0,2,329968.7167,0,2,1741.283333,2,1741.283333,2021-08-01,453,125.7227332,5,4,0,1125923.5,0,3,55841.18333,2,3921.6,2019-03-01,2022-01-01
4,68,0,4,829958.1833,0,2,5132,2,5131.983333,2021-08-01,453,125.7227332,5,5,0,71696,0,2,5463.616667,2,5463.616667,2019-04-01,2022-02-01
4,68,1,5,72370.36667,0,5,57944.4,4,9312.866667,2021-08-01,453,125.7227332,5,2,0,362616.2333,0,5,188058.8833,2,12.31666667,2019-05-01,2022-03-01
4,68,0,3,25544.56667,0,3,44958.43333,2,2839.666667,2021-08-01,453,125.7227332,5,6,0,240653.95,1,3,11146.96667,2,11145.51667,2019-06-01,2022-04-01
4,68,0,7,669502.3,0,26,1854628.617,21,29245.55,2021-08-01,453,125.7227332,5,10,2,35886.45,1,2,38830.6,1,9160.416667,2019-07-01,2022-05-01
4,68,0,7,295152.95,0,8,879510.5167,2,415453.1333,2021-08-01,453,125.7227332,5,4,0,19973.23333,0,1,32.08333333,1,32.08333333,2019-08-01,2022-06-01
4,68,0,1,200.1666667,0,6,125953.2167,5,70448.31667,2021-08-01,453,125.7227332,5,6,0,52865.15,0,7,6159.283333,7,6159.283333,2019-09-01,2022-07-01
4,68,0,4,11397.45,0,15,189143.85,14,189122.9167,2021-08-01,453,125.7227332,5,2,0,1520.2,0,2,129864.2833,0,0,2019-10-01,2022-08-01
4,68,0,16,680621.6167,0,9,116407.7667,7,45479.55,2021-08-01,453,125.7227332,5,7,0,302445.5167,1,3,10319.46667,2,10318.85,2019-11-01,2022-09-01
4,68,0,5,639846.0167,0,1,11146.2,1,11146.2,2021-08-01,453,125.7227332,5,5,0,17921.06667,0,2,14357.28333,2,14357.28333,2019-12-01,2022-10-01
4,68,0,8,1068118.417,0,2,84286.33333,2,84286.33333,2021-08-01,453,125.7227332,5,4,0,49134.38333,1,6,2082.866667,4,2079.1,2020-01-01,2022-11-01
4,68,0,4,33086.78333,0,3,21675.25,3,21675.25,2021-08-01,453,125.7227332,5,5,0,65780.35,0,0,0,0,0,2020-02-01,2022-12-01
4,68,0,2,5132,0,4,1492.816667,4,1492.8,2021-08-01,453,125.7227332,5,3,0,5729.5,0,0,0,0,0,2020-03-01,2023-01-01
4,68,0,5,57944.4,0,5,98712,4,13923.96667,2021-08-01,453,125.7227332,5,5,0,188058.8833,1,0,0,0,0,2020-04-01,2023-02-01
4,68,0,4,45936.2,0,2,1565.45,2,1565.45,2021-08-01,453,125.7227332,5,3,1,11146.96667,1,4,589.4333333,3,546.8833333,2020-05-01,2023-03-01
4,68,0,26,1854628.617,0,2,208652.6167,1,2535.833333,2021-08-01,453,125.7227332,5,2,1,38830.6,2,1,2.033333333,0,0,2020-06-01,2023-04-01
4,68,0,9,883956.0833,0,2,2788.133333,2,2788.133333,2021-08-01,453,125.7227332,5,4,0,207809.0167,1,3,30988.38333,3,30988.38333,2020-07-01,2023-05-01
4,68,0,8,209107.85,0,1,8959.733333,1,8959.733333,2021-08-01,453,125.7227332,5,8,1,14920.66667,1,2,116.9833333,2,116.9833333,2020-08-01,2023-06-01
4,68,1,15,189143.8333,0,118,1250219.333,109,1199542.05,2021-08-01,453,125.7227332,5,2,0,129864.2833,0,69,2420087.783,60,1798484.55,2020-09-01,2023-07-01
4,68,1,15,300077.4167,0,125,1021130.917,118,927030.7833,2021-08-01,453,125.7227332,5,4,1,112206.4333,0,121,2855886.4,107,947586.5167,2020-10-01,2023-08-01
4,68,0,4,76773.83333,0,144,2400547.033,129,1901084.983,2021-08-01,453,125.7227332,5,5,0,264694.3167,0,140,3165741.95,123,583755.8167,2020-11-01,2023-09-01
4,68,1,2,84286.33333,0,153,1409722.65,134,510551.05,2021-08-01,453,125.7227332,5,6,1,2082.866667,0,128,3750286.217,114,2070113.133,2020-12-01,2023-10-01
4,68,0,7,70292.25,0,154,3039357.217,135,1650413.433,2021-08-01,453,125.7227332,5,0,1,0,0,93,3589002.117,82,1914313.033,2021-01-01,2023-11-01
4,68,0,4,1492.816667,0,78,2770631.317,71,1342665.15,2021-08-01,453,125.7227332,5,1,0,67062.53333,0,114,2645497.117,100,1118097.2,2021-02-01,2023-12-01
4,68,0,8,170238.5667,0,117,1789086.633,103,1173528.8,2021-08-01,453,125.7227332,5,0,1,0,0,132,3172473.683,111,1731626.4,2021-03-01,2024-01-01
4,68,0,2,1565.45,0,88,4642103.45,71,1406368.983,2021-08-01,453,125.7227332,5,4,1,589.4333333,0,93,2332189.233,79,985821.9167,2021-04-01,2024-02-01
4,68,0,3,895019.7,0,83,977260.8833,76,841720.7333,2021-08-01,453,125.7227332,5,3,3,47231.63333,0,123,2784705.367,102,1070241.1,2021-05-01,2024-03-01
4,68,0,4,6774.283333,0,136,4790764,115,2954283.783,2021-08-01,453,125.7227332,5,3,3,30988.36667,0,89,1934518.45,74,645429.0333,2021-06-01,2024-04-01
4,68,0,1,8959.733333,1,84,3752894.517,67,1794827.1,2021-08-01,453,125.7227332,5,2,1,116.9833333,0,140,2291430.317,119,1585337.15,2021-07-01,2024-05-01
4,70,1,125,2855076.4,0,88,2902733.75,78,1402939.317,2022-09-01,371,48.42312746,5,81,5,3913953.283,4,96,2478724.1,80,1203488.617,2021-01-01,2022-10-01
4,70,8,137,3713692.783,0,103,4689463.917,91,1671345.383,2022-09-01,371,48.42312746,5,142,9,4321338.867,0,155,2808136.167,133,1606678.5,2021-02-01,2022-11-01
4,70,13,152,5376690.217,0,146,2668754,128,1089305.05,2022-09-01,371,48.42312746,5,165,10,5549158.117,3,144,2729303.317,125,1445808.167,2021-03-01,2022-12-01
4,70,2,163,2084884.55,0,170,2758233.967,158,1540511.8,2022-09-01,371,48.42312746,5,136,5,4427457.45,2,78,1250976.767,64,589266.7333,2021-04-01,2023-01-01
4,70,3,162,5676752.133,0,181,2747494.883,163,1561624.517,2022-09-01,371,48.42312746,5,106,6,4760701.55,0,136,1378795.783,121,781699.85,2021-05-01,2023-02-01
4,70,0,93,6275085.5,0,154,4884012.533,133,2934851.583,2022-09-01,371,48.42312746,5,133,8,3717691.483,1,110,1469019.05,94,1051711.7,2021-06-01,2023-03-01
4,70,5,134,4877471.217,0,68,3681653.333,61,2536854.667,2022-09-01,371,48.42312746,5,141,7,4246949.2,9,121,1026821,113,884261.6,2021-07-01,2023-04-01
4,70,8,106,8305403.883,0,84,1964843.433,73,1625448.833,2022-09-01,371,48.42312746,5,101,10,3016609.483,20,99,594581.4333,92,572532.0833,2021-08-01,2023-05-01
4,70,3,88,2219572.233,1,122,3024534.45,103,1712728.85,2022-09-01,371,48.42312746,5,137,11,3665481.483,17,74,398726.6667,68,396017.3,2021-09-01,2023-06-01
4,70,5,143,7616862.967,0,12,109067.5667,11,159.6666667,2022-09-01,371,48.42312746,5,97,2,2395782.567,0,84,392863.15,83,212932.8,2021-10-01,2023-07-01
4,70,5,92,4495085.8,0,16,96063.66667,14,399.1,2022-09-01,371,48.42312746,5,151,3,3634305.9,0,100,261125.0667,95,81433.91667,2021-11-01,2023-08-01
4,70,7,100,4690475.317,0,18,8504.616667,18,8504.616667,2022-09-01,371,48.42312746,5,110,12,3029424.183,0,86,169704.5667,85,169414.65,2021-12-01,2023-09-01
4,70,5,117,8435932.85,0,36,116820.3167,35,116773.0833,2022-09-01,371,48.42312746,5,170,13,3863593.25,0,99,213743.8333,96,178437.8,2022-01-01,2023-10-01
4,70,8,160,4735764.567,0,63,173412.7667,57,164285.7333,2022-09-01,371,48.42312746,5,160,33,3630088.617,0,180,933704.55,172,656266.45,2022-02-01,2023-11-01
4,70,8,199,7473035.417,0,88,957893.2667,83,175136.8333,2022-09-01,371,48.42312746,5,82,6,1641364.283,0,115,778602.9667,110,685018.6333,2022-03-01,2023-12-01
4,70,3,201,4131143.683,0,57,321341.4,52,197509.9333,2022-09-01,371,48.42312746,5,145,10,2328031.417,0,125,418326.85,124,418237.7667,2022-04-01,2024-01-01
4,70,4,188,8427306.35,0,49,564162.9833,47,384225.7,2022-09-01,371,48.42312746,5,118,14,1900832.033,0,116,140187.9333,113,127647.5,2022-05-01,2024-02-01
4,70,11,81,5424824.183,0,103,684263.2333,98,548021.9,2022-09-01,371,48.42312746,5,127,20,1185519.55,0,184,70988.56667,181,69415,2022-06-01,2024-03-01
4,70,6,100,3567162.917,0,174,600068.5833,170,165952.35,2022-09-01,371,48.42312746,5,105,30,734046.15,0,181,151404.9833,180,151344.1167,2022-07-01,2024-04-01
4,70,10,139,4630754.667,0,174,228296.3,166,193571.5833,2022-09-01,371,48.42312746,5,79,53,439190.6667,0,192,343580.2,184,92719.95,2022-08-01,2024-05-01
4,71,8,3,3503434.433,0,130,211752.1833,127,197857.7667,2021-12-01,367,11.13666229,6,115,9,2289381.367,0,88,234446.7167,87,232813.7,2019-07-01,2022-01-01
4,71,10,8,12884712.35,0,57,137547.4167,53,72661.38333,2021-12-01,367,11.13666229,6,124,8,1890625.933,0,186,758807.3667,167,311200.5167,2019-08-01,2022-02-01
4,71,11,6,6934007.667,0,111,519293.3333,94,129027.5333,2021-12-01,367,11.13666229,6,110,17,1079300.617,0,236,1946353.2,214,315643.55,2019-09-01,2022-03-01
4,71,5,15,20100423.78,0,74,178515.8,64,142768.2,2021-12-01,367,11.13666229,6,124,6,2158593.217,0,196,1549717.967,169,423046.2333,2019-10-01,2022-04-01
4,71,10,12,14104469.42,0,58,237279.25,45,79261.58333,2021-12-01,367,11.13666229,6,203,9,2247912.6,0,266,863291.5,248,479495.9667,2019-11-01,2022-05-01
4,71,4,3,3068547.5,0,41,356569.2833,28,35880.46667,2021-12-01,367,11.13666229,6,134,6,1803061.217,0,258,1204997.817,230,568176.7167,2019-12-01,2022-06-01
4,71,14,4,6770950.5,0,40,61360.86667,37,59714.05,2021-12-01,367,11.13666229,6,149,10,3599556.983,0,294,1247988.117,260,451312.6833,2020-01-01,2022-07-01
4,71,23,14,13769591.35,0,89,469888.3,72,139894.9167,2021-12-01,367,11.13666229,6,144,7,3767971.083,0,261,1214227.633,223,557822.1333,2020-02-01,2022-08-01
4,71,10,9,9260248.433,0,96,233377.6833,84,93107.06667,2021-12-01,367,11.13666229,6,215,15,2206670.7,0,335,2019420.817,309,819401.9,2020-03-01,2022-09-01
4,71,14,15,13983361.62,0,178,377622.7333,161,233460.5667,2021-12-01,367,11.13666229,6,210,7,4176533.917,0,162,980330.1667,144,447950.6833,2020-04-01,2022-10-01
