Project_Size,Project_name,Number_Of_Opened_Issues_Before,Number_Of_Closed_Issues_Before,Time_To-Closed_Issues_Before,Number_Of_Opened_Pulls_Before,Number_Of_Closed_Pulls_Before,Time_To_Closed_Pulls_Before,Number_Of_Merged_Pulls_Before,Time_To_Merged_Pulls_Before,Sonar_Cloud_Adoption_Date,STARS,Project_Age,Programming_Language,Number_Of_Closed_Issues_After,Number_Of_Opened_Issues_After,Time_To-Closed_Issues_After,Number_Of_Opened_Pulls_After,Number_Of_Closed_Pulls_After,Time_To_Closed_Pulls_After,Number_Of_Merged_Pulls_After,Time_To_Merged_Pulls_After,Month_Year_Before,Month_Year_After
1,28,45,361,63560601.25,0,39,2550394.183,32,376026.2167,2021-12-01,16066,47.47043364,6,409,113,38456969.92,0,10,102624.35,9,21971.2,2019-07-01,2022-01-01
1,28,39,327,67113429.17,0,38,3165464.817,31,364199.0667,2021-12-01,16066,47.47043364,6,452,106,55057761.73,0,11,67451.23333,10,24424.78333,2019-08-01,2022-02-01
1,28,37,359,74306512.85,0,51,215125.75,48,81670.35,2021-12-01,16066,47.47043364,6,488,159,53432165.95,0,15,70010.61667,14,70009.55,2019-09-01,2022-03-01
1,28,43,415,59264127.62,0,46,2192268.317,34,238571.5667,2021-12-01,16066,47.47043364,6,477,124,35585028.08,0,18,1089781.15,16,2622.4,2019-10-01,2022-04-01
1,28,44,410,73772019.22,0,62,214019.2167,52,162027.1833,2021-12-01,16066,47.47043364,6,425,106,40671421.5,0,11,116391.8167,10,3080,2019-11-01,2022-05-01
1,28,38,317,41674735.98,0,46,595320.1333,41,51717.8,2021-12-01,16066,47.47043364,6,510,127,47131789.37,0,15,90312.75,14,1620.616667,2019-12-01,2022-06-01
1,28,33,382,52229790.67,0,57,3076566.517,44,221276.35,2021-12-01,16066,47.47043364,6,444,90,36584207,0,15,155190.7,11,768.9,2020-01-01,2022-07-01
1,28,37,434,48944414.62,0,80,2316477.3,65,166143.1667,2021-12-01,16066,47.47043364,6,615,146,46283754.22,0,9,1644.116667,8,1642.833333,2020-02-01,2022-08-01
1,28,41,428,57325110.72,0,46,919275.5667,37,26550.85,2021-12-01,16066,47.47043364,6,505,120,40123364.75,0,13,67849.08333,12,66716.78333,2020-03-01,2022-09-01
1,28,57,553,67201291.22,0,110,1309220.683,96,328101.65,2021-12-01,16066,47.47043364,6,503,138,32894160.68,0,19,296386.3833,17,103820.6833,2020-04-01,2022-10-01
1,28,49,406,65026942.98,0,38,2316605.917,32,147717.95,2021-12-01,16066,47.47043364,6,544,131,32289259.25,0,14,95594.78333,12,861.45,2020-05-01,2022-11-01
1,28,60,440,60831280.55,0,52,6331742.133,39,143579.8,2021-12-01,16066,47.47043364,6,393,119,19170508.32,0,17,9394.8,14,1214.35,2020-06-01,2022-12-01
1,28,60,447,71454310.72,0,38,690446.8667,32,186390.4333,2021-12-01,16066,47.47043364,6,432,139,15266324.02,0,15,7343.266667,12,5589.35,2020-07-01,2023-01-01
1,28,66,419,58286149.67,0,30,669501.45,25,117999.8167,2021-12-01,16066,47.47043364,6,481,152,20529383.68,0,10,970.85,10,970.8333333,2020-08-01,2023-02-01
1,28,61,342,40720176.78,0,27,38573.81667,25,38498.73333,2021-12-01,16066,47.47043364,6,465,162,22742308.48,0,6,1664.75,6,1664.733333,2020-09-01,2023-03-01
1,28,68,430,65077197.07,0,35,87799.23333,32,76311.36667,2021-12-01,16066,47.47043364,6,469,136,14337000.93,0,12,93662.95,12,93662.95,2020-10-01,2023-04-01
1,28,80,431,50168423.05,0,35,58793.98333,35,58793.91667,2021-12-01,16066,47.47043364,6,476,181,24440922.5,0,11,1794.95,11,1794.916667,2020-11-01,2023-05-01
1,28,68,325,45659988.2,0,22,251396.2667,22,251396.2167,2021-12-01,16066,47.47043364,6,472,198,18099893.03,0,7,20225.4,5,470.45,2020-12-01,2023-06-01
1,28,117,394,50588128.32,0,28,28730.13333,25,27052.01667,2021-12-01,16066,47.47043364,6,431,161,12671558.73,0,12,3659.533333,12,3659.516667,2021-01-01,2023-07-01
1,28,69,453,68653784.32,0,40,101910.95,36,83785.75,2021-12-01,16066,47.47043364,6,477,181,16718594.07,0,11,491.0833333,10,483.85,2021-02-01,2023-08-01
1,28,107,532,79846737.92,0,36,243207.1833,35,93900,2021-12-01,16066,47.47043364,6,520,168,18790716.22,0,17,863.7333333,16,859.9666667,2021-03-01,2023-09-01
1,28,107,407,53307774.9,0,37,135184.1667,36,126385.2,2021-12-01,16066,47.47043364,6,463,218,12635846.68,0,14,95927.65,9,680.1333333,2021-04-01,2023-10-01
1,28,109,457,59087870.38,0,23,20374.78333,22,20183.53333,2021-12-01,16066,47.47043364,6,443,192,10788299.63,0,19,48343.96667,18,5115.633333,2021-05-01,2023-11-01
1,28,95,466,44340475.8,0,41,332758.85,36,292986.3333,2021-12-01,16066,47.47043364,6,319,108,6723765.75,0,10,7276.7,9,1494.916667,2021-06-01,2023-12-01
1,28,84,474,64521320.43,0,26,108712.9667,25,96885.53333,2021-12-01,16066,47.47043364,6,428,233,7661585.467,0,14,7130.333333,13,7034.15,2021-07-01,2024-01-01
1,28,77,434,48837799.38,0,33,438884.3,26,77962.25,2021-12-01,16066,47.47043364,6,474,242,8131682.633,0,10,5542.883333,10,5542.883333,2021-08-01,2024-02-01
1,28,96,594,61503535.77,0,30,158329.2833,28,157607.4667,2021-12-01,16066,47.47043364,6,467,208,5802321.283,0,10,780.1833333,10,780.1833333,2021-09-01,2024-03-01
1,28,102,534,42112291.03,0,33,718451.8,24,35391.45,2021-12-01,16066,47.47043364,6,453,284,4165091.95,0,12,43552.81667,11,41133.48333,2021-10-01,2024-04-01
1,28,127,592,66068254.72,0,27,30279.1,22,25070.83333,2021-12-01,16066,47.47043364,6,333,268,981805.85,0,17,25982.65,16,25982.3,2021-11-01,2024-05-01
1,73,1,1,300352.9333,0,0,0,0,0,2022-08-01,175,45.72930355,9,3,1,1631011.767,0,0,0,0,0,2020-11-01,2022-09-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,5,0,41261.5,0,4,12251.03333,3,59.05,2020-12-01,2022-10-01
1,73,0,2,172577.0667,0,0,0,0,0,2022-08-01,175,45.72930355,9,4,0,28420.91667,0,1,349.6666667,1,349.6666667,2021-01-01,2022-11-01
1,73,0,1,46.53333333,0,1,46.55,1,46.55,2022-08-01,175,45.72930355,9,7,0,413684.6667,0,2,17.98333333,2,17.98333333,2021-02-01,2022-12-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,2,2,193.8166667,0,1,22.81666667,1,22.81666667,2021-03-01,2023-01-01
1,73,0,1,454.8666667,0,1,454.8666667,1,454.85,2022-08-01,175,45.72930355,9,3,0,6582.333333,0,2,866.6666667,2,866.6666667,2021-04-01,2023-02-01
1,73,0,1,9845.05,0,1,9845.05,1,9845.05,2022-08-01,175,45.72930355,9,2,0,1424.133333,0,0,0,0,0,2021-05-01,2023-03-01
1,73,0,4,1740.933333,0,2,1026.533333,2,1026.533333,2022-08-01,175,45.72930355,9,1,0,51712.28333,0,0,0,0,0,2021-06-01,2023-04-01
1,73,1,1,69.61666667,0,0,0,0,0,2022-08-01,175,45.72930355,9,0,1,0,0,0,0,0,0,2021-07-01,2023-05-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,2,0,466370.7167,0,0,0,0,0,2021-08-01,2023-06-01
1,73,0,2,1054635.35,0,0,0,0,0,2022-08-01,175,45.72930355,9,17,1,412808.4667,0,12,8541.833333,11,4087.066667,2021-09-01,2023-07-01
1,73,0,1,1177923.95,0,0,0,0,0,2022-08-01,175,45.72930355,9,8,0,84344.73333,0,6,11848.33333,6,11848.33333,2021-10-01,2023-08-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,10,0,189169.85,0,5,8511.083333,4,8083.283333,2021-11-01,2023-09-01
1,73,0,4,925119.25,0,1,1047.666667,1,1047.666667,2022-08-01,175,45.72930355,9,8,0,39794.43333,0,5,31796.96667,4,27.83333333,2021-12-01,2023-10-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,4,0,2840.233333,0,4,2840.233333,4,2840.233333,2022-01-01,2023-11-01
1,73,0,1,7.25,0,0,0,0,0,2022-08-01,175,45.72930355,9,0,1,0,0,0,0,0,0,2022-02-01,2023-12-01
1,73,0,4,367.3,0,1,7.066666667,1,7.066666667,2022-08-01,175,45.72930355,9,6,2,7385.133333,0,4,5994.716667,4,5994.716667,2022-03-01,2024-01-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,4,0,9637.516667,0,2,4187.783333,2,4187.783333,2022-04-01,2024-02-01
1,73,1,3,732815.3167,0,2,1117.283333,2,1117.266667,2022-08-01,175,45.72930355,9,1,0,6068.633333,0,0,0,0,0,2022-05-01,2024-03-01
1,73,0,0,0,0,0,0,0,0,2022-08-01,175,45.72930355,9,1,0,144.2333333,0,1,144.2333333,1,144.2333333,2022-06-01,2024-04-01
1,73,0,1,11090.3,0,0,0,0,0,2022-08-01,175,45.72930355,9,1,2,1959.75,0,1,1959.75,1,1959.75,2022-07-01,2024-05-01
2,38,53,329,64328719.7,0,37,119290.35,32,93390.3,2022-05-01,10328,81.27463863,13,225,47,16054166.7,0,23,175286.3,23,175286.2833,2020-05-01,2022-06-01
2,38,49,332,74594777.52,0,27,66990.26667,24,25874.48333,2022-05-01,10328,81.27463863,13,190,57,14816134.85,2,38,931799.75,32,370482.8667,2020-06-01,2022-07-01
2,38,88,456,90623663.28,0,33,618703.7667,30,94487,2022-05-01,10328,81.27463863,13,157,36,10280298.98,0,25,297005.2167,21,296267.6333,2020-07-01,2022-08-01
2,38,34,174,39959190.7,0,21,2340698.233,19,58715.05,2022-05-01,10328,81.27463863,13,143,45,9550915.583,0,33,59546.83333,31,59533.28333,2020-08-01,2022-09-01
2,38,31,235,39827312.85,0,39,223801.4,33,180484.0333,2022-05-01,10328,81.27463863,13,202,62,11177484.87,0,39,743349.4,36,359634.5833,2020-09-01,2022-10-01
2,38,43,215,42089719.33,0,25,15552.21667,20,8651.283333,2022-05-01,10328,81.27463863,13,165,32,7861017.517,0,44,125222.5833,38,59849.78333,2020-10-01,2022-11-01
2,38,38,181,33327607.82,0,15,350339.0167,13,173758.6,2022-05-01,10328,81.27463863,13,192,34,5809256,0,43,439954.9833,21,323083.7167,2020-11-01,2022-12-01
2,38,22,155,37004137.4,0,12,28062.56667,11,27976.26667,2022-05-01,10328,81.27463863,13,197,40,5283098.267,0,24,108709.8667,20,23534.71667,2020-12-01,2023-01-01
2,38,48,206,32581832.02,0,19,1357982.633,17,18255.3,2022-05-01,10328,81.27463863,13,205,73,10230865,0,38,268538.6667,31,149914.3667,2021-01-01,2023-02-01
2,38,33,185,30844231.38,0,18,117841.9333,16,117840.5333,2022-05-01,10328,81.27463863,13,235,46,12387110.75,1,33,792435.0833,30,44640.16667,2021-02-01,2023-03-01
2,38,39,208,36233087.68,0,24,2508128.733,19,54583.45,2022-05-01,10328,81.27463863,13,177,26,5475288.367,0,43,475535.3,38,432663.9667,2021-03-01,2023-04-01
2,38,47,220,30507425.88,1,24,1806288.983,22,1638647.033,2022-05-01,10328,81.27463863,13,192,48,7759564.467,1,31,318055.4,25,226631.65,2021-04-01,2023-05-01
2,38,66,283,43242965.57,1,22,462080.45,21,193004.3333,2022-05-01,10328,81.27463863,13,151,35,5335933.117,0,40,407062.0333,36,406538.35,2021-05-01,2023-06-01
2,38,56,275,38595293.35,1,21,447468.2,21,447468.1667,2022-05-01,10328,81.27463863,13,151,32,3446855.817,0,42,245696.7167,36,224886.2333,2021-06-01,2023-07-01
2,38,73,371,42591547.45,0,34,549619.8167,32,144620.9167,2022-05-01,10328,81.27463863,13,136,42,4357190.55,2,35,188808.5167,31,169258.1333,2021-07-01,2023-08-01
2,38,87,418,49136428.65,0,49,1166046.017,43,114481.55,2022-05-01,10328,81.27463863,13,123,32,3527035.7,0,28,379775.9167,24,353736.0667,2021-08-01,2023-09-01
2,38,67,295,29688577.22,0,27,474351.0667,25,84573.55,2022-05-01,10328,81.27463863,13,167,36,4634559.033,2,45,783152.8833,40,455571.55,2021-09-01,2023-10-01
2,38,61,244,23402749.32,0,25,1074121.167,21,174164.5333,2022-05-01,10328,81.27463863,13,142,34,3395212.383,1,45,73982.03333,38,63019.4,2021-10-01,2023-11-01
2,38,70,321,24113183.92,0,37,1286904.283,36,997659.2167,2022-05-01,10328,81.27463863,13,95,30,3129491.2,2,39,1030661.183,30,453180.45,2021-11-01,2023-12-01
2,38,79,310,24998050.33,1,29,228215.95,25,27002.5,2022-05-01,10328,81.27463863,13,95,35,1610026.883,0,39,336636.4,36,266745.2833,2021-12-01,2024-01-01
2,38,78,343,25102560.35,1,57,1761247,42,108706.85,2022-05-01,10328,81.27463863,13,116,30,2037434.683,1,36,251544.7167,34,250655.1,2022-01-01,2024-02-01
2,38,66,326,15024227.23,1,33,803561.3667,29,741266.8,2022-05-01,10328,81.27463863,13,112,29,2216505.1,0,26,35133.43333,24,35043.26667,2022-02-01,2024-03-01
2,38,58,319,16793864.77,0,42,187680.1667,40,160086.5167,2022-05-01,10328,81.27463863,13,95,47,689692.6833,1,43,90281.36667,35,78545.08333,2022-03-01,2024-04-01
2,38,59,293,27656472.67,0,23,1889011.633,18,326623.9833,2022-05-01,10328,81.27463863,13,39,42,135981.2333,2,14,41324.58333,14,41324.58333,2022-04-01,2024-05-01
2,75,0,105,861.6833333,0,105,861.6833333,104,858.6333333,2021-12-01,395,18.59395532,13,19,0,2838.566667,0,19,2838.566667,16,1093.816667,2020-05-01,2022-01-01
2,75,0,54,4222.7,0,53,874.3166667,53,874.2166667,2021-12-01,395,18.59395532,13,20,0,6856.033333,0,19,5605.966667,18,4953.133333,2020-06-01,2022-02-01
2,75,0,79,981.2833333,0,77,918.6333333,77,918.6,2021-12-01,395,18.59395532,13,16,0,6314.483333,0,16,6314.483333,10,3300.4,2020-07-01,2022-03-01
2,75,0,1,120.1166667,0,1,120.1166667,1,120.1166667,2021-12-01,395,18.59395532,13,20,0,254447.2667,0,19,2293.816667,16,483.35,2020-08-01,2022-04-01
2,75,0,34,832.5666667,0,34,832.5666667,34,832.55,2021-12-01,395,18.59395532,13,39,1,3702.766667,0,38,3508.4,33,1051.216667,2020-09-01,2022-05-01
2,75,0,21,20478.36667,0,21,20478.36667,21,20478.35,2021-12-01,395,18.59395532,13,15,0,3528.416667,0,14,3363.416667,13,3338.75,2020-10-01,2022-06-01
2,75,0,0,0,0,0,0,0,0,2021-12-01,395,18.59395532,13,15,0,1111.866667,0,14,1087.85,14,1087.833333,2020-11-01,2022-07-01
2,75,0,8,1363.45,0,8,1363.45,8,1363.433333,2021-12-01,395,18.59395532,13,8,0,2773.933333,0,8,2773.933333,7,1308.566667,2020-12-01,2022-08-01
2,75,0,14,4365.05,0,14,4365.05,13,4359.883333,2021-12-01,395,18.59395532,13,12,0,4505.016667,0,12,4505.016667,11,4504.633333,2021-01-01,2022-09-01
2,75,0,55,13102.86667,0,50,13025.96667,49,11620.9,2021-12-01,395,18.59395532,13,24,0,2804.016667,0,24,2804.016667,24,2803.966667,2021-02-01,2022-10-01
2,75,0,47,451838.4833,0,45,46011.76667,43,21869.45,2021-12-01,395,18.59395532,13,17,0,3071.933333,0,17,3071.933333,17,3071.916667,2021-03-01,2022-11-01
2,75,0,41,153937.4833,0,41,153937.4833,25,37598.23333,2021-12-01,395,18.59395532,13,29,0,198806.5,0,25,22094,24,6175.266667,2021-04-01,2022-12-01
2,75,0,33,99409.71667,0,33,99409.71667,23,55208.28333,2021-12-01,395,18.59395532,13,15,0,3810.5,0,15,3810.5,15,3810.483333,2021-05-01,2023-01-01
2,75,0,30,238464.4167,0,30,238464.4167,19,137174.65,2021-12-01,395,18.59395532,13,31,0,36084.23333,0,26,15804.46667,26,15804.46667,2021-06-01,2023-02-01
2,75,0,19,324496.8667,0,19,324496.8667,14,150830.3333,2021-12-01,395,18.59395532,13,35,0,4939.2,0,34,4636.35,33,4241.75,2021-07-01,2023-03-01
2,75,0,27,238906.2667,0,27,238906.2667,11,143994.95,2021-12-01,395,18.59395532,13,14,0,11925.23333,0,14,11925.23333,14,11925.2,2021-08-01,2023-04-01
2,75,0,34,299832.5833,0,33,249842.1333,16,77616.65,2021-12-01,395,18.59395532,13,11,0,1850.333333,0,11,1850.333333,11,1850.316667,2021-09-01,2023-05-01
2,75,0,66,739090.4,0,61,195558.8167,41,64830.15,2021-12-01,395,18.59395532,13,11,0,932.1166667,0,11,932.1166667,11,932.1,2021-10-01,2023-06-01
2,75,0,31,130343.0167,0,31,130343.0167,17,48828.25,2021-12-01,395,18.59395532,13,25,1,14498.43333,0,21,11973.3,21,11973.3,2021-11-01,2023-07-01
3,5,0,4,311804.6,0,2,0.416666667,2,0.416666667,2023-01-01,449,52.39816032,5,5,1,6545.633333,0,4,28.31666667,4,28.31666667,2021-09-01,2023-02-01
3,5,0,1,1153.083333,0,0,0,0,0,2023-01-01,449,52.39816032,5,13,0,304163.25,0,12,244083.6333,11,244082.2667,2021-10-01,2023-03-01
3,5,0,4,24273.8,0,2,11276.06667,1,4.733333333,2023-01-01,449,52.39816032,5,10,0,75339.48333,0,8,40061.36667,7,15612.28333,2021-11-01,2023-04-01
3,5,0,4,4263.9,0,4,4263.9,4,4263.883333,2023-01-01,449,52.39816032,5,14,1,296109.2333,0,9,530.7166667,9,530.7166667,2021-12-01,2023-05-01
3,5,0,4,180539.95,0,0,0,0,0,2023-01-01,449,52.39816032,5,12,2,65369.3,2,11,65341.15,9,61498.83333,2022-01-01,2023-06-01
3,5,0,1,20392.38333,0,0,0,0,0,2023-01-01,449,52.39816032,5,6,1,526333.0667,0,3,257584.85,2,170.65,2022-02-01,2023-07-01
3,5,1,3,128002.5333,0,1,0.2,1,0.2,2023-01-01,449,52.39816032,5,4,5,207140.9167,2,3,53051.4,3,53051.4,2022-03-01,2023-08-01
3,5,0,11,21357.53333,0,8,288.5666667,7,280.1,2023-01-01,449,52.39816032,5,7,2,386483.1667,1,2,1542.966667,2,1542.966667,2022-04-01,2023-09-01
3,5,0,14,561367.15,0,7,139862.9167,5,55.7,2023-01-01,449,52.39816032,5,6,5,527206.7667,1,2,75363.65,2,75363.65,2022-05-01,2023-10-01
3,5,1,8,53014.46667,0,5,0.85,5,0.85,2023-01-01,449,52.39816032,5,3,2,100246.05,0,2,99066.5,2,99066.5,2022-06-01,2023-11-01
3,5,1,15,302791.1333,0,8,1373.183333,7,345.7,2023-01-01,449,52.39816032,5,4,0,184797.2667,0,2,10.73333333,2,10.73333333,2022-07-01,2023-12-01
3,5,3,15,955247.1167,0,8,61376.25,7,61375.96667,2023-01-01,449,52.39816032,5,3,1,266035.7333,1,2,94756.68333,1,27.73333333,2022-08-01,2024-01-01
3,5,1,12,2097216.033,0,4,96231.85,3,86687.63333,2023-01-01,449,52.39816032,5,7,1,188024.65,0,3,77480.85,2,9098.483333,2022-09-01,2024-02-01
3,5,2,12,122976.7667,0,10,10392.61667,9,10384.11667,2023-01-01,449,52.39816032,5,8,2,209543.95,0,5,42648.78333,2,17595.45,2022-10-01,2024-03-01
3,5,0,12,1695240.467,0,9,406378.4167,6,43927.2,2023-01-01,449,52.39816032,5,12,3,164907.2167,1,7,51321.81667,6,51304.13333,2022-11-01,2024-04-01
3,5,2,18,796620.5667,0,13,8790.916667,12,8766.116667,2023-01-01,449,52.39816032,5,5,2,14139.9,0,3,23.28333333,2,22.13333333,2022-12-01,2024-05-01
3,10,0,9,15664.96667,0,7,14619.23333,7,14619.21667,2020-11-01,164,66.32720105,1,5,0,3.883333333,0,5,3.883333333,5,3.883333333,2017-05-01,2020-12-01
3,10,0,1,5559.283333,0,1,5559.283333,1,5559.283333,2020-11-01,164,66.32720105,1,9,0,56762.9,0,9,56762.9,6,3.633333333,2017-06-01,2021-01-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,17,0,47053.3,0,16,6174.25,11,558.9333333,2017-07-01,2021-02-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,13,0,165967.2167,0,12,76117.55,11,68225.15,2017-08-01,2021-03-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,13,0,140487.6333,0,13,140487.6333,11,10.01666667,2017-09-01,2021-04-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,17,0,5869.716667,0,17,5869.716667,16,4852.383333,2017-10-01,2021-05-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,6,0,4574.6,0,6,4574.6,6,4574.6,2017-11-01,2021-06-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,11,0,11471.2,0,11,11471.2,10,11330.33333,2017-12-01,2021-07-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,10,0,4608.35,0,10,4608.35,10,4608.333333,2018-01-01,2021-08-01
3,10,0,1,16.76666667,0,1,16.76666667,1,16.76666667,2020-11-01,164,66.32720105,1,11,0,17638.5,0,11,17638.5,9,9712.383333,2018-02-01,2021-09-01
3,10,0,1,4136.316667,0,1,4136.316667,1,4136.316667,2020-11-01,164,66.32720105,1,11,0,103244.5667,0,11,103244.5667,11,103244.5667,2018-03-01,2021-10-01
3,10,0,1,4452.4,0,1,4452.4,1,4452.4,2020-11-01,164,66.32720105,1,12,0,10392.58333,0,12,10392.58333,11,1.533333333,2018-04-01,2021-11-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,5,0,0.633333333,0,5,0.633333333,5,0.616666667,2018-05-01,2021-12-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,2,1,0.333333333,1,2,0.333333333,2,0.316666667,2018-06-01,2022-01-01
3,10,0,1,6057.116667,0,1,6057.116667,1,6057.116667,2020-11-01,164,66.32720105,1,8,0,20794.43333,0,8,20794.43333,8,20794.41667,2018-07-01,2022-02-01
3,10,0,0,0,0,0,0,0,0,2020-11-01,164,66.32720105,1,4,0,209.5,0,4,209.5,4,209.5,2018-08-01,2022-03-01
3,10,0,1,11047.03333,0,1,11047.03333,1,11047.03333,2020-11-01,164,66.32720105,1,2,0,2348.866667,0,2,2348.866667,2,2348.85,2018-09-01,2022-04-01
3,10,0,1,689.1333333,0,1,689.1333333,0,0,2020-11-01,164,66.32720105,1,7,0,3781.216667,0,7,3781.216667,7,3781.216667,2018-10-01,2022-05-01
3,10,0,3,1864944.55,0,0,0,0,0,2020-11-01,164,66.32720105,1,7,0,7424.7,0,7,7424.7,6,200.45,2018-11-01,2022-06-01
3,10,0,11,466977.5833,0,9,16566.06667,3,231.3166667,2020-11-01,164,66.32720105,1,6,0,142.2166667,0,6,142.2166667,6,142.2,2018-12-01,2022-07-01
3,10,0,3,101.6166667,0,2,1.3,2,1.3,2020-11-01,164,66.32720105,1,3,0,227.5166667,0,3,227.5166667,3,227.5166667,2019-01-01,2022-08-01
3,10,0,2,0.533333333,0,2,0.533333333,2,0.533333333,2020-11-01,164,66.32720105,1,5,0,15374.18333,0,5,15374.18333,4,0.516666667,2019-02-01,2022-09-01
3,10,0,1,0.3,0,1,0.3,1,0.3,2020-11-01,164,66.32720105,1,27,0,13847.68333,0,25,13473.43333,24,297.8833333,2019-03-01,2022-10-01
3,10,0,13,5.883333333,0,13,5.883333333,13,5.85,2020-11-01,164,66.32720105,1,10,0,14725.43333,0,10,14725.43333,9,1082.6,2019-04-01,2022-11-01
3,10,0,13,215241.6,0,12,20.01666667,12,20.01666667,2020-11-01,164,66.32720105,1,14,0,672.9833333,0,14,672.9833333,14,672.9833333,2019-05-01,2022-12-01
3,10,0,10,32889.76667,0,9,3.016666667,9,2.983333333,2020-11-01,164,66.32720105,1,15,0,555.8,0,15,555.8,14,204.6333333,2019-06-01,2023-01-01
3,10,0,10,4.266666667,0,10,4.266666667,10,4.266666667,2020-11-01,164,66.32720105,1,8,0,2.116666667,0,8,2.133333333,8,2.116666667,2019-07-01,2023-02-01
3,10,0,22,198.5833333,0,22,198.5833333,22,198.5333333,2020-11-01,164,66.32720105,1,30,1,4806.9,1,30,4806.916667,30,4806.9,2019-08-01,2023-03-01
3,10,0,3,0.316666667,0,3,0.316666667,3,0.316666667,2020-11-01,164,66.32720105,1,27,1,12597.03333,1,27,12597.05,26,491.4166667,2019-09-01,2023-04-01
3,10,0,8,1435.833333,0,7,9.166666667,7,9.166666667,2020-11-01,164,66.32720105,1,15,1,108518.5167,1,15,108518.5167,14,154.8166667,2019-10-01,2023-05-01
3,10,0,16,15.58333333,0,16,15.58333333,16,15.55,2020-11-01,164,66.32720105,1,8,0,2.15,0,8,2.15,8,2.15,2019-11-01,2023-06-01
3,10,0,7,6.6,0,7,6.6,7,6.583333333,2020-11-01,164,66.32720105,1,14,0,14290.26667,0,14,14290.26667,13,11570.85,2019-12-01,2023-07-01
3,10,0,14,12663.85,0,14,12663.85,13,8439.283333,2020-11-01,164,66.32720105,1,16,0,40117.55,0,16,40117.55,14,34127.83333,2020-01-01,2023-08-01
3,10,0,6,1459.116667,0,6,1459.116667,5,3.466666667,2020-11-01,164,66.32720105,1,11,0,3.416666667,0,11,3.416666667,11,3.383333333,2020-02-01,2023-09-01
3,10,0,4,0.45,0,4,0.45,4,0.45,2020-11-01,164,66.32720105,1,14,0,556.6,0,14,556.6,14,556.6,2020-03-01,2023-10-01
3,10,0,6,40207.63333,0,5,1.533333333,5,1.533333333,2020-11-01,164,66.32720105,1,14,0,36657.66667,0,14,36657.66667,11,396.0666667,2020-04-01,2023-11-01
3,10,0,58,251517.2833,0,28,2239.866667,28,2239.85,2020-11-01,164,66.32720105,1,7,0,9015.8,0,6,0.6,6,0.6,2020-05-01,2023-12-01
3,10,0,9,1255.333333,0,8,8.2,8,8.2,2020-11-01,164,66.32720105,1,0,0,0,0,0,0,0,0,2020-06-01,2024-01-01
3,10,0,17,15.63333333,0,17,15.63333333,17,15.6,2020-11-01,164,66.32720105,1,2,0,0.2,0,2,0.2,2,0.2,2020-07-01,2024-02-01
3,10,0,11,16.63333333,0,11,16.63333333,11,16.6,2020-11-01,164,66.32720105,1,6,0,9977.716667,0,6,9977.716667,4,0.4,2020-08-01,2024-03-01
3,10,0,11,30893.28333,0,11,30893.28333,10,29055.11667,2020-11-01,164,66.32720105,1,5,0,65898.88333,0,5,65898.88333,2,50.46666667,2020-09-01,2024-04-01
3,10,0,10,19148.08333,0,10,19148.08333,9,1213.416667,2020-11-01,164,66.32720105,1,8,1,23443.8,1,8,23443.8,6,7985.716667,2020-10-01,2024-05-01
3,24,0,21,13522464.18,0,2,321103.2167,1,159.3,2021-12-01,336,22.01051248,7,28,0,2620367.333,0,19,53835.26667,18,53791.85,2020-01-01,2022-01-01
3,24,0,2,629915.8,0,1,316697.5,0,0,2021-12-01,336,22.01051248,7,27,0,353973.8667,0,17,49751.78333,15,49660.88333,2020-02-01,2022-02-01
3,24,0,0,0,0,0,0,0,0,2021-12-01,336,22.01051248,7,28,0,402219.5833,0,18,44321.4,18,44321.36667,2020-03-01,2022-03-01
3,24,0,0,0,0,0,0,0,0,2021-12-01,336,22.01051248,7,29,2,1401635.967,0,17,122663.2333,17,122663.2167,2020-04-01,2022-04-01
3,24,0,0,0,0,0,0,0,0,2021-12-01,336,22.01051248,7,18,0,2411465.333,0,12,37452.06667,12,37452.05,2020-05-01,2022-05-01
3,24,0,1,11534.11667,0,1,11534.11667,1,11534.11667,2021-12-01,336,22.01051248,7,27,0,1029297.733,0,19,41830.35,19,41830.31667,2020-06-01,2022-06-01
